tract,state_abbr,year,annual_change,hpi,hpi1990,hpi2000,WARD
17031842400,IL,2001,NA,100,NA,NA,21
17031842400,IL,2002,2,102,NA,NA,21
17031842400,IL,2003,2.06,104.09,NA,NA,21
17031842400,IL,2004,7.45,111.84,NA,NA,21
17031842400,IL,2005,24.86,139.65,NA,NA,21
17031842400,IL,2006,3.97,145.2,NA,NA,21
17031842400,IL,2007,-7.16,134.81,NA,NA,21
17031842400,IL,2008,4.66,141.09,NA,NA,21
17031842400,IL,2009,NA,NA,NA,NA,21
17031842400,IL,2010,NA,111.76,NA,NA,21
17031842400,IL,2011,2.56,114.62,NA,NA,21
17031842400,IL,2012,-24.32,86.74,NA,NA,21
17031842400,IL,2013,23.83,107.41,NA,NA,21
17031842400,IL,2014,-2.45,104.78,NA,NA,21
17031842400,IL,2015,-2.66,102,NA,NA,21
17031842400,IL,2016,15.01,117.31,NA,NA,21
17031842400,IL,2017,NA,NA,NA,NA,21
17031840300,IL,1994,NA,100,NA,74.58,12
17031840300,IL,1995,2.03,102.03,NA,76.1,12
17031840300,IL,1996,1.14,103.2,NA,76.96,12
17031840300,IL,1997,7.88,111.33,NA,83.03,12
17031840300,IL,1998,4.19,116,NA,86.51,12
17031840300,IL,1999,-0.86,115,NA,85.77,12
17031840300,IL,2000,16.59,134.08,NA,100,12
17031840300,IL,2001,11.61,149.66,NA,111.61,12
17031840300,IL,2002,11.56,166.96,NA,124.52,12
17031840300,IL,2003,12.72,188.19,NA,140.35,12
17031840300,IL,2004,9.08,205.28,NA,153.1,12
17031840300,IL,2005,11.02,227.91,NA,169.97,12
17031840300,IL,2006,9.4,249.32,NA,185.94,12
17031840300,IL,2007,13.65,283.35,NA,211.32,12
17031840300,IL,2008,-15,240.86,NA,179.63,12
17031840300,IL,2009,-8.27,220.93,NA,164.77,12
17031840300,IL,2010,-9.36,200.24,NA,149.34,12
17031840300,IL,2011,-7.04,186.14,NA,138.82,12
17031840300,IL,2012,-7.47,172.23,NA,128.45,12
17031840300,IL,2013,3.08,177.54,NA,132.41,12
17031840300,IL,2014,9.06,193.63,NA,144.41,12
17031840300,IL,2015,-3.46,186.93,NA,139.41,12
17031840300,IL,2016,10.26,206.11,NA,153.72,12
17031840300,IL,2017,13.51,233.96,NA,174.49,12
17031841100,NA,NA,NA,NA,NA,NA,25
17031841200,NA,NA,NA,NA,NA,NA,25
17031839000,NA,NA,NA,NA,NA,NA,4
17031838200,NA,NA,NA,NA,NA,NA,27
17031650301,IL,1986,NA,100,70.14,46.14,13
17031650301,IL,1987,8.71,108.71,76.25,50.15,13
17031650301,IL,1988,5.6,114.79,80.52,52.96,13
17031650301,IL,1989,16.03,133.19,93.42,61.45,13
17031650301,IL,1990,7.04,142.57,100,65.78,13
17031650301,IL,1991,7.95,153.91,107.95,71.01,13
17031650301,IL,1992,6.72,164.25,115.2,75.78,13
17031650301,IL,1993,5.78,173.74,121.86,80.16,13
17031650301,IL,1994,-0.17,173.44,121.65,80.02,13
17031650301,IL,1995,4.19,180.71,126.75,83.37,13
17031650301,IL,1996,-1.64,177.75,124.67,82.01,13
17031650301,IL,1997,3.62,184.19,129.19,84.98,13
17031650301,IL,1998,4.54,192.55,135.06,88.84,13
17031650301,IL,1999,6.24,204.57,143.49,94.38,13
17031650301,IL,2000,5.95,216.75,152.03,100,13
17031650301,IL,2001,10.24,238.95,167.6,110.24,13
17031650301,IL,2002,6.76,255.1,178.93,117.7,13
17031650301,IL,2003,9.55,279.47,196.02,128.94,13
17031650301,IL,2004,16.67,326.05,228.69,150.43,13
17031650301,IL,2005,13.6,370.4,259.8,170.89,13
17031650301,IL,2006,3.86,384.69,269.82,177.48,13
17031650301,IL,2007,5.14,404.45,283.68,186.6,13
17031650301,IL,2008,-14.17,347.15,243.49,160.16,13
17031650301,IL,2009,-17.05,287.95,201.97,132.85,13
17031650301,IL,2010,-11.52,254.78,178.7,117.55,13
17031650301,IL,2011,-9.24,231.25,162.2,106.69,13
17031650301,IL,2012,-6.43,216.38,151.77,99.83,13
17031650301,IL,2013,-0.36,215.61,151.23,99.47,13
17031650301,IL,2014,11.7,240.84,168.93,111.12,13
17031650301,IL,2015,13.33,272.94,191.44,125.93,13
17031650301,IL,2016,-0.05,272.8,191.35,125.86,13
17031650301,IL,2017,8.67,296.45,207.93,136.77,13
17031530503,IL,1996,NA,100,NA,77.3,9
17031530503,IL,1997,1.89,101.89,NA,78.76,9
17031530503,IL,1998,7.98,110.03,NA,85.04,9
17031530503,IL,1999,-2.46,107.31,NA,82.95,9
17031530503,IL,2000,20.56,129.37,NA,100,9
17031530503,IL,2001,-9.67,116.86,NA,90.33,9
17031530503,IL,2002,8.76,127.1,NA,98.25,9
17031530503,IL,2003,0.62,127.9,NA,98.86,9
17031530503,IL,2004,13.98,145.78,NA,112.68,9
17031530503,IL,2005,10.18,160.62,NA,124.15,9
17031530503,IL,2006,5.49,169.44,NA,130.97,9
17031530503,IL,2007,-1.19,167.42,NA,129.41,9
17031530503,IL,2008,-0.19,167.11,NA,129.16,9
17031530503,IL,2009,-12.58,146.08,NA,112.91,9
17031530503,IL,2010,3.09,150.59,NA,116.4,9
17031530503,IL,2011,-15.54,127.19,NA,98.31,9
17031530503,IL,2012,-5.93,119.65,NA,92.48,9
17031530503,IL,2013,1.06,120.92,NA,93.46,9
17031530503,IL,2014,4.28,126.1,NA,97.47,9
17031530503,IL,2015,0.11,126.23,NA,97.57,9
17031530503,IL,2016,-4.88,120.07,NA,92.81,9
17031530503,IL,2017,NA,NA,NA,NA,9
17031760803,NA,NA,NA,NA,NA,NA,41
17031030601,NA,NA,NA,NA,NA,NA,48
17031030604,NA,NA,NA,NA,NA,NA,48
17031020801,IL,1992,NA,100,NA,67.47,40
17031020801,IL,1993,1.28,101.28,NA,68.34,40
17031020801,IL,1994,3.6,104.92,NA,70.8,40
17031020801,IL,1995,2.52,107.56,NA,72.58,40
17031020801,IL,1996,7.83,115.98,NA,78.26,40
17031020801,IL,1997,-5.42,109.7,NA,74.02,40
17031020801,IL,1998,3.93,114.01,NA,76.92,40
17031020801,IL,1999,16.74,133.09,NA,89.8,40
17031020801,IL,2000,11.36,148.21,NA,100,40
17031020801,IL,2001,12.72,167.06,NA,112.72,40
17031020801,IL,2002,8.16,180.69,NA,121.92,40
17031020801,IL,2003,2.91,185.95,NA,125.47,40
17031020801,IL,2004,12.57,209.33,NA,141.25,40
17031020801,IL,2005,12.23,234.93,NA,158.52,40
17031020801,IL,2006,8.25,254.32,NA,171.6,40
17031020801,IL,2007,5.79,269.04,NA,181.53,40
17031020801,IL,2008,-12.69,234.9,NA,158.49,40
17031020801,IL,2009,-12.34,205.9,NA,138.93,40
17031020801,IL,2010,-3.95,197.76,NA,133.43,40
17031020801,IL,2011,-12.03,173.97,NA,117.38,40
17031020801,IL,2012,8.32,188.44,NA,127.15,40
17031020801,IL,2013,-9.7,170.17,NA,114.82,40
17031020801,IL,2014,9.58,186.47,NA,125.82,40
17031020801,IL,2015,9.26,203.74,NA,137.47,40
17031020801,IL,2016,-0.23,203.26,NA,137.15,40
17031020801,IL,2017,2.94,209.24,NA,141.19,40
17031540102,NA,NA,NA,NA,NA,NA,9
17031843300,NA,NA,NA,NA,NA,NA,28
17031540101,NA,NA,NA,NA,NA,NA,9
17031440201,NA,NA,NA,NA,NA,NA,6
17031080202,NA,NA,NA,NA,NA,NA,2
17031070102,NA,NA,NA,NA,NA,NA,43
17031031501,NA,NA,NA,NA,NA,NA,46
17031031502,NA,NA,NA,NA,NA,NA,46
17031834900,NA,NA,NA,NA,NA,NA,17
17031834800,NA,NA,NA,NA,NA,NA,16
17031160502,IL,1993,NA,100,NA,60.6,35
17031160502,IL,1994,8.56,108.56,NA,65.79,35
17031160502,IL,1995,10.26,119.7,NA,72.53,35
17031160502,IL,1996,-4.84,113.9,NA,69.02,35
17031160502,IL,1997,10.5,125.86,NA,76.27,35
17031160502,IL,1998,0.77,126.82,NA,76.85,35
17031160502,IL,1999,14.24,144.88,NA,87.8,35
17031160502,IL,2000,13.9,165.02,NA,100,35
17031160502,IL,2001,12.62,185.85,NA,112.62,35
17031160502,IL,2002,11.36,206.97,NA,125.42,35
17031160502,IL,2003,8.53,224.63,NA,136.12,35
17031160502,IL,2004,11.43,250.29,NA,151.67,35
17031160502,IL,2005,21.16,303.24,NA,183.76,35
17031160502,IL,2006,6.36,322.51,NA,195.44,35
17031160502,IL,2007,-7.31,298.94,NA,181.15,35
17031160502,IL,2008,-9.74,269.83,NA,163.51,35
17031160502,IL,2009,-9.85,243.26,NA,147.41,35
17031160502,IL,2010,-2.69,236.72,NA,143.45,35
17031160502,IL,2011,-2.06,231.86,NA,140.5,35
17031160502,IL,2012,1.05,234.28,NA,141.97,35
17031160502,IL,2013,11.96,262.31,NA,158.95,35
17031160502,IL,2014,8.15,283.67,NA,171.9,35
17031160502,IL,2015,0.7,285.67,NA,173.11,35
17031160502,IL,2016,15.69,330.48,NA,200.27,35
17031160502,IL,2017,-10.03,297.33,NA,180.18,35
17031140702,IL,1993,NA,100,NA,68.97,33
17031140702,IL,1994,NA,NA,NA,NA,33
17031140702,IL,1995,NA,96.41,NA,66.49,33
17031140702,IL,1996,11.27,107.27,NA,73.99,33
17031140702,IL,1997,-3.28,103.75,NA,71.56,33
17031140702,IL,1998,18.65,123.1,NA,84.9,33
17031140702,IL,1999,6.28,130.83,NA,90.24,33
17031140702,IL,2000,10.82,144.99,NA,100,33
17031140702,IL,2001,18.32,171.55,NA,118.32,33
17031140702,IL,2002,14.73,196.82,NA,135.75,33
17031140702,IL,2003,7.31,211.21,NA,145.68,33
17031140702,IL,2004,16.52,246.11,NA,169.75,33
17031140702,IL,2005,18.63,291.96,NA,201.37,33
17031140702,IL,2006,5.82,308.96,NA,213.09,33
17031140702,IL,2007,5.62,326.32,NA,225.07,33
17031140702,IL,2008,-4.36,312.08,NA,215.25,33
17031140702,IL,2009,-0.14,311.65,NA,214.95,33
17031140702,IL,2010,-10.97,277.47,NA,191.37,33
17031140702,IL,2011,-6.28,260.05,NA,179.36,33
17031140702,IL,2012,3.36,268.8,NA,185.4,33
17031140702,IL,2013,-3.72,258.81,NA,178.5,33
17031140702,IL,2014,17.59,304.35,NA,209.91,33
17031140702,IL,2015,-0.85,301.77,NA,208.14,33
17031140702,IL,2016,9.52,330.49,NA,227.95,33
17031140702,IL,2017,NA,NA,NA,NA,33
17031842000,NA,NA,NA,NA,NA,NA,3
17031150402,IL,1986,NA,100,70.6,42.11,38
17031150402,IL,1987,11.34,111.34,78.6,46.88,38
17031150402,IL,1988,12.32,125.05,88.28,52.66,38
17031150402,IL,1989,13.86,142.38,100.52,59.96,38
17031150402,IL,1990,-0.51,141.65,100,59.65,38
17031150402,IL,1991,8.49,153.68,108.49,64.71,38
17031150402,IL,1992,3.89,159.66,112.72,67.23,38
17031150402,IL,1993,3.32,164.96,116.46,69.47,38
17031150402,IL,1994,2.29,168.75,119.13,71.06,38
17031150402,IL,1995,0.91,170.28,120.21,71.7,38
17031150402,IL,1996,5.05,178.88,126.28,75.33,38
17031150402,IL,1997,3.46,185.07,130.65,77.93,38
17031150402,IL,1998,6.94,197.9,139.71,83.34,38
17031150402,IL,1999,6.37,210.51,148.61,88.64,38
17031150402,IL,2000,12.81,237.47,167.65,100,38
17031150402,IL,2001,11.98,265.92,187.73,111.98,38
17031150402,IL,2002,9.6,291.46,205.76,122.73,38
17031150402,IL,2003,6.92,311.64,220,131.23,38
17031150402,IL,2004,9.87,342.41,241.73,144.19,38
17031150402,IL,2005,14.31,391.4,276.31,164.82,38
17031150402,IL,2006,5.75,413.9,292.19,174.29,38
17031150402,IL,2007,-0.71,410.96,290.12,173.06,38
17031150402,IL,2008,-4.42,392.81,277.31,165.41,38
17031150402,IL,2009,-14.86,334.43,236.1,140.83,38
17031150402,IL,2010,-10.6,298.98,211.06,125.9,38
17031150402,IL,2011,-12.14,262.68,185.44,110.61,38
17031150402,IL,2012,-1.9,257.69,181.92,108.51,38
17031150402,IL,2013,4.74,269.91,190.54,113.66,38
17031150402,IL,2014,6.78,288.22,203.47,121.37,38
17031150402,IL,2015,13.68,327.65,231.31,137.97,38
17031150402,IL,2016,0.98,330.87,233.58,139.33,38
17031150402,IL,2017,13.5,375.52,265.1,158.13,38
17031834400,NA,NA,NA,NA,NA,NA,20
17031040201,IL,1992,NA,100,NA,55.35,40
17031040201,IL,1993,-1.52,98.48,NA,54.52,40
17031040201,IL,1994,14.38,112.65,NA,62.36,40
17031040201,IL,1995,6.98,120.51,NA,66.71,40
17031040201,IL,1996,-6.44,112.75,NA,62.41,40
17031040201,IL,1997,13.12,127.54,NA,70.6,40
17031040201,IL,1998,6.45,135.77,NA,75.16,40
17031040201,IL,1999,10.22,149.65,NA,82.84,40
17031040201,IL,2000,20.72,180.65,NA,100,40
17031040201,IL,2001,5.9,191.32,NA,105.9,40
17031040201,IL,2002,13.98,218.06,NA,120.71,40
17031040201,IL,2003,5.27,229.55,NA,127.07,40
17031040201,IL,2004,10.78,254.3,NA,140.77,40
17031040201,IL,2005,7.15,272.48,NA,150.83,40
17031040201,IL,2006,19.56,325.77,NA,180.33,40
17031040201,IL,2007,0.73,328.14,NA,181.64,40
17031040201,IL,2008,-3.68,316.06,NA,174.95,40
17031040201,IL,2009,-5.42,298.93,NA,165.47,40
17031040201,IL,2010,-4.5,285.48,NA,158.03,40
17031040201,IL,2011,-10.08,256.69,NA,142.09,40
17031040201,IL,2012,7.46,275.84,NA,152.69,40
17031040201,IL,2013,-3.05,267.43,NA,148.04,40
17031040201,IL,2014,14.48,306.14,NA,169.46,40
17031040201,IL,2015,-7.44,283.36,NA,156.85,40
17031040201,IL,2016,7.74,305.28,NA,168.99,40
17031040201,IL,2017,4.4,318.72,NA,176.43,40
17031040202,IL,1992,NA,100,NA,63,40
17031040202,IL,1993,6.79,106.79,NA,67.27,40
17031040202,IL,1994,-6.83,99.49,NA,62.68,40
17031040202,IL,1995,3.95,103.42,NA,65.16,40
17031040202,IL,1996,4.22,107.79,NA,67.91,40
17031040202,IL,1997,NA,NA,NA,NA,40
17031040202,IL,1998,NA,116.71,NA,73.52,40
17031040202,IL,1999,11.67,130.33,NA,82.11,40
17031040202,IL,2000,21.79,158.73,NA,100,40
17031040202,IL,2001,7.42,170.51,NA,107.42,40
17031040202,IL,2002,4.04,177.39,NA,111.76,40
17031040202,IL,2003,8.93,193.23,NA,121.74,40
17031040202,IL,2004,8.84,210.32,NA,132.5,40
17031040202,IL,2005,8.43,228.04,NA,143.67,40
17031040202,IL,2006,12.83,257.3,NA,162.1,40
17031040202,IL,2007,7.14,275.68,NA,173.68,40
17031040202,IL,2008,-6.8,256.93,NA,161.86,40
17031040202,IL,2009,-11.56,227.24,NA,143.16,40
17031040202,IL,2010,-18.1,186.11,NA,117.25,40
17031040202,IL,2011,0.62,187.27,NA,117.98,40
17031040202,IL,2012,0.08,187.43,NA,118.08,40
17031040202,IL,2013,1.03,189.36,NA,119.29,40
17031040202,IL,2014,-11.7,167.2,NA,105.34,40
17031040202,IL,2015,NA,NA,NA,NA,40
17031040202,IL,2016,NA,216.11,NA,136.15,40
17031040202,IL,2017,6.64,230.45,NA,145.18,40
17031020702,IL,1986,NA,100,75.84,51.24,50
17031020702,IL,1987,0.19,100.19,75.98,51.34,50
17031020702,IL,1988,19.28,119.51,90.63,61.24,50
17031020702,IL,1989,2.04,121.95,92.48,62.49,50
17031020702,IL,1990,8.13,131.86,100,67.57,50
17031020702,IL,1991,3.04,135.87,103.04,69.62,50
17031020702,IL,1992,5.44,143.26,108.65,73.41,50
17031020702,IL,1993,0.55,144.04,109.24,73.81,50
17031020702,IL,1994,0.88,145.31,110.2,74.46,50
17031020702,IL,1995,5.9,153.88,116.7,78.85,50
17031020702,IL,1996,0.09,154.01,116.8,78.92,50
17031020702,IL,1997,4.6,161.09,122.17,82.55,50
17031020702,IL,1998,0.46,161.83,122.73,82.93,50
17031020702,IL,1999,8.21,175.11,132.8,89.74,50
17031020702,IL,2000,11.44,195.14,147.99,100,50
17031020702,IL,2001,18.42,231.09,175.25,118.42,50
17031020702,IL,2002,8.87,251.58,190.79,128.92,50
17031020702,IL,2003,7.83,271.28,205.73,139.01,50
17031020702,IL,2004,13.75,308.59,234.02,158.13,50
17031020702,IL,2005,9.06,336.56,255.24,172.47,50
17031020702,IL,2006,5.83,356.18,270.12,182.52,50
17031020702,IL,2007,3.61,369.04,279.87,189.11,50
17031020702,IL,2008,-0.49,367.23,278.5,188.18,50
17031020702,IL,2009,-21.38,288.71,218.95,147.95,50
17031020702,IL,2010,-9.15,262.28,198.91,134.41,50
17031020702,IL,2011,-4.89,249.46,189.18,127.83,50
17031020702,IL,2012,0.02,249.52,189.23,127.86,50
17031020702,IL,2013,-0.15,249.14,188.94,127.67,50
17031020702,IL,2014,5.84,263.68,199.97,135.12,50
17031020702,IL,2015,5.43,278,210.83,142.46,50
17031020702,IL,2016,1.09,281.02,213.12,144,50
17031020702,IL,2017,8.62,305.24,231.49,156.42,50
17031020802,IL,1986,NA,100,66.47,41.82,50
17031020802,IL,1987,16.22,116.22,77.25,48.6,50
17031020802,IL,1988,10.1,127.95,85.05,53.51,50
17031020802,IL,1989,10.28,141.1,93.8,59.01,50
17031020802,IL,1990,6.61,150.44,100,62.92,50
17031020802,IL,1991,7.02,161,107.02,67.34,50
17031020802,IL,1992,-1.73,158.22,105.17,66.17,50
17031020802,IL,1993,3.36,163.53,108.7,68.39,50
17031020802,IL,1994,0.99,165.15,109.78,69.07,50
17031020802,IL,1995,-3.8,158.88,105.61,66.45,50
17031020802,IL,1996,12.54,178.8,118.85,74.78,50
17031020802,IL,1997,6.82,190.99,126.96,79.88,50
17031020802,IL,1998,-0.41,190.21,126.44,79.55,50
17031020802,IL,1999,11.78,212.63,141.34,88.93,50
17031020802,IL,2000,12.45,239.1,158.94,100,50
17031020802,IL,2001,14.09,272.79,181.33,114.09,50
17031020802,IL,2002,9.7,299.25,198.92,125.15,50
17031020802,IL,2003,0.89,301.91,200.69,126.27,50
17031020802,IL,2004,10.22,332.76,221.19,139.17,50
17031020802,IL,2005,10.63,368.12,244.7,153.96,50
17031020802,IL,2006,14.71,422.27,280.7,176.61,50
17031020802,IL,2007,-3.15,408.97,271.86,171.04,50
17031020802,IL,2008,2.14,417.74,277.68,174.71,50
17031020802,IL,2009,-17.48,344.71,229.14,144.17,50
17031020802,IL,2010,-11.91,303.65,201.85,127,50
17031020802,IL,2011,-10.22,272.62,181.22,114.02,50
17031020802,IL,2012,3.65,282.56,187.82,118.17,50
17031020802,IL,2013,-2.02,276.85,184.03,115.79,50
17031020802,IL,2014,4.4,289.03,192.13,120.88,50
17031020802,IL,2015,6.63,308.18,204.86,128.89,50
17031020802,IL,2016,4.96,323.48,215.03,135.29,50
17031020802,IL,2017,7.54,347.88,231.25,145.49,50
17031020301,IL,1986,NA,100,72.35,42.94,50
17031020301,IL,1987,3.88,103.88,75.15,44.61,50
17031020301,IL,1988,19.14,123.76,89.54,53.15,50
17031020301,IL,1989,13.26,140.18,101.41,60.19,50
17031020301,IL,1990,-1.39,138.23,100,59.36,50
17031020301,IL,1991,5.52,145.85,105.52,62.63,50
17031020301,IL,1992,1.82,148.51,107.44,63.77,50
17031020301,IL,1993,2.98,152.93,110.64,65.67,50
17031020301,IL,1994,1.28,154.88,112.05,66.51,50
17031020301,IL,1995,4.58,161.97,117.18,69.55,50
17031020301,IL,1996,3.12,167.03,120.84,71.73,50
17031020301,IL,1997,1.8,170.03,123.01,73.01,50
17031020301,IL,1998,7.67,183.07,132.44,78.61,50
17031020301,IL,1999,8.25,198.18,143.37,85.1,50
17031020301,IL,2000,17.51,232.87,168.47,100,50
17031020301,IL,2001,10.32,256.91,185.86,110.32,50
17031020301,IL,2002,6.6,273.88,198.14,117.61,50
17031020301,IL,2003,4.73,286.82,207.5,123.17,50
17031020301,IL,2004,9.82,315,227.89,135.27,50
17031020301,IL,2005,13.27,356.82,258.14,153.22,50
17031020301,IL,2006,8.96,388.8,281.28,166.96,50
17031020301,IL,2007,1.31,393.91,284.97,169.15,50
17031020301,IL,2008,-3.92,378.46,273.8,162.52,50
17031020301,IL,2009,-12.69,330.45,239.06,141.9,50
17031020301,IL,2010,-4.1,316.89,229.25,136.08,50
17031020301,IL,2011,-4,304.21,220.08,130.63,50
17031020301,IL,2012,2.28,311.14,225.1,133.61,50
17031020301,IL,2013,0.09,311.43,225.3,133.73,50
17031020301,IL,2014,-6.05,292.57,211.66,125.64,50
17031020301,IL,2015,16.87,341.94,247.38,146.84,50
17031020301,IL,2016,3.97,355.5,257.19,152.66,50
17031020301,IL,2017,-1.05,351.76,254.48,151.05,50
17031838700,NA,NA,NA,NA,NA,NA,24
17031020601,IL,1986,NA,100,66.72,44.47,50
17031020601,IL,1987,16.21,116.21,77.54,51.68,50
17031020601,IL,1988,1.8,118.3,78.94,52.61,50
17031020601,IL,1989,19.22,141.04,94.11,62.73,50
17031020601,IL,1990,6.26,149.87,100,66.65,50
17031020601,IL,1991,0.71,150.94,100.71,67.13,50
17031020601,IL,1992,0.49,151.68,101.21,67.46,50
17031020601,IL,1993,5.51,160.03,106.78,71.17,50
17031020601,IL,1994,-2.59,155.89,104.02,69.33,50
17031020601,IL,1995,11.05,173.12,115.51,76.99,50
17031020601,IL,1996,-0.6,172.09,114.82,76.53,50
17031020601,IL,1997,7.21,184.49,123.1,82.05,50
17031020601,IL,1998,-2.52,179.85,120,79.99,50
17031020601,IL,1999,15.35,207.46,138.42,92.26,50
17031020601,IL,2000,8.38,224.85,150.03,100,50
17031020601,IL,2001,9.15,245.42,163.75,109.15,50
17031020601,IL,2002,11.74,274.23,182.97,121.96,50
17031020601,IL,2003,4.37,286.2,190.97,127.29,50
17031020601,IL,2004,19.66,342.46,228.5,152.3,50
17031020601,IL,2005,9.89,376.33,251.1,167.37,50
17031020601,IL,2006,5.77,398.05,265.6,177.03,50
17031020601,IL,2007,-3.95,382.32,255.1,170.03,50
17031020601,IL,2008,-1.43,376.85,251.45,167.6,50
17031020601,IL,2009,-10.97,335.5,223.86,149.21,50
17031020601,IL,2010,-7.12,311.61,207.91,138.58,50
17031020601,IL,2011,-7.81,287.26,191.67,127.76,50
17031020601,IL,2012,-2.82,279.16,186.27,124.15,50
17031020601,IL,2013,5.02,293.18,195.62,130.39,50
17031020601,IL,2014,4.62,306.71,204.65,136.41,50
17031020601,IL,2015,2.58,314.62,209.92,139.92,50
17031020601,IL,2016,6.29,334.39,223.12,148.72,50
17031020601,IL,2017,-1.95,327.86,218.76,145.81,50
17031841500,NA,NA,NA,NA,NA,NA,24
17031838600,NA,NA,NA,NA,NA,NA,28
17031837300,NA,NA,NA,NA,NA,NA,24
17031020602,IL,1991,NA,100,NA,62.08,50
17031020602,IL,1992,1.27,101.27,NA,62.86,50
17031020602,IL,1993,0.71,101.99,NA,63.31,50
17031020602,IL,1994,-2.17,99.78,NA,61.94,50
17031020602,IL,1995,6.47,106.23,NA,65.94,50
17031020602,IL,1996,2.25,108.62,NA,67.42,50
17031020602,IL,1997,0.64,109.31,NA,67.86,50
17031020602,IL,1998,6.48,116.4,NA,72.26,50
17031020602,IL,1999,13.12,131.66,NA,81.73,50
17031020602,IL,2000,22.35,161.09,NA,100,50
17031020602,IL,2001,2.59,165.26,NA,102.59,50
17031020602,IL,2002,5.53,174.39,NA,108.25,50
17031020602,IL,2003,5.32,183.67,NA,114.01,50
17031020602,IL,2004,12.9,207.36,NA,128.72,50
17031020602,IL,2005,9.99,228.06,NA,141.57,50
17031020602,IL,2006,9.18,249,NA,154.57,50
17031020602,IL,2007,5.04,261.56,NA,162.36,50
17031020602,IL,2008,-7.98,240.69,NA,149.41,50
17031020602,IL,2009,-12.71,210.09,NA,130.41,50
17031020602,IL,2010,-11.65,185.61,NA,115.22,50
17031020602,IL,2011,-8.78,169.3,NA,105.1,50
17031020602,IL,2012,-1.56,166.66,NA,103.45,50
17031020602,IL,2013,7.4,178.99,NA,111.11,50
17031020602,IL,2014,8.72,194.6,NA,120.8,50
17031020602,IL,2015,0.8,196.15,NA,121.76,50
17031020602,IL,2016,1.24,198.59,NA,123.27,50
17031020602,IL,2017,11.79,221.99,NA,137.81,50
17031063301,NA,NA,NA,NA,NA,NA,44
17031837800,NA,NA,NA,NA,NA,NA,27
17031837400,NA,NA,NA,NA,NA,NA,28
17031836900,NA,NA,NA,NA,NA,NA,27
17031020302,IL,1986,NA,100,64.03,40.68,50
17031020302,IL,1987,6.88,106.88,68.43,43.48,50
17031020302,IL,1988,20.35,128.63,82.36,52.33,50
17031020302,IL,1989,16.57,149.94,96.01,61,50
17031020302,IL,1990,4.16,156.18,100,63.54,50
17031020302,IL,1991,0.59,157.11,100.59,63.91,50
17031020302,IL,1992,1.8,159.94,102.4,65.07,50
17031020302,IL,1993,1.22,161.88,103.65,65.86,50
17031020302,IL,1994,2.33,165.65,106.07,67.39,50
17031020302,IL,1995,5.06,174.04,111.43,70.8,50
17031020302,IL,1996,1.17,176.07,112.73,71.63,50
17031020302,IL,1997,3.37,181.99,116.53,74.04,50
17031020302,IL,1998,5.04,191.17,122.4,77.77,50
17031020302,IL,1999,10.47,211.19,135.22,85.92,50
17031020302,IL,2000,16.39,245.81,157.39,100,50
17031020302,IL,2001,6.23,261.13,167.2,106.23,50
17031020302,IL,2002,4.64,273.24,174.95,111.16,50
17031020302,IL,2003,3.32,282.32,180.77,114.85,50
17031020302,IL,2004,9.07,307.91,197.15,125.27,50
17031020302,IL,2005,17.8,362.72,232.24,147.56,50
17031020302,IL,2006,-1.67,356.66,228.36,145.1,50
17031020302,IL,2007,7.95,385.03,246.53,156.64,50
17031020302,IL,2008,-7.9,354.6,227.04,144.26,50
17031020302,IL,2009,-11.96,312.19,199.89,127.01,50
17031020302,IL,2010,-10.54,279.28,178.82,113.62,50
17031020302,IL,2011,-4.07,267.91,171.54,108.99,50
17031020302,IL,2012,2.05,273.4,175.05,111.22,50
17031020302,IL,2013,-6.1,256.71,164.37,104.44,50
17031020302,IL,2014,4.65,268.64,172.01,109.29,50
17031020302,IL,2015,9.12,293.14,187.69,119.26,50
17031020302,IL,2016,0.62,294.94,188.85,119.99,50
17031020302,IL,2017,-0.1,294.66,188.67,119.87,50
17031020902,NA,NA,NA,NA,NA,NA,40
17031010701,IL,1992,NA,100,NA,56.36,49
17031010701,IL,1993,-1.55,98.45,NA,55.48,49
17031010701,IL,1994,6.47,104.83,NA,59.08,49
17031010701,IL,1995,-0.58,104.21,NA,58.73,49
17031010701,IL,1996,6.35,110.83,NA,62.46,49
17031010701,IL,1997,11.62,123.72,NA,69.72,49
17031010701,IL,1998,7.14,132.55,NA,74.7,49
17031010701,IL,1999,10.42,146.36,NA,82.49,49
17031010701,IL,2000,21.23,177.44,NA,100,49
17031010701,IL,2001,3.22,183.16,NA,103.22,49
17031010701,IL,2002,10.45,202.31,NA,114.01,49
17031010701,IL,2003,6.74,215.94,NA,121.7,49
17031010701,IL,2004,11.29,240.32,NA,135.44,49
17031010701,IL,2005,11.19,267.21,NA,150.59,49
17031010701,IL,2006,10.91,296.36,NA,167.02,49
17031010701,IL,2007,5.14,311.61,NA,175.61,49
17031010701,IL,2008,-9.28,282.7,NA,159.32,49
17031010701,IL,2009,-11.3,250.75,NA,141.32,49
17031010701,IL,2010,-5.1,237.97,NA,134.11,49
17031010701,IL,2011,-7.99,218.96,NA,123.4,49
17031010701,IL,2012,-1.38,215.95,NA,121.7,49
17031010701,IL,2013,-3.03,209.41,NA,118.02,49
17031010701,IL,2014,6.6,223.23,NA,125.81,49
17031010701,IL,2015,4.17,232.55,NA,131.06,49
17031010701,IL,2016,2.11,237.47,NA,133.83,49
